Date,Product,Quantity,Price,Store
2023-01-28,Samsung Galaxy,1,16.3,Store A
2023-01-17,OnePlus,6,16.56,Store A
2023-02-10,Google Pixel,2,11.05,Store B
2023-03-08,iPhone,1,9.45,Store B
2023-01-25,Google Pixel,4,10.91,Store A
2023-02-13,Samsung Galaxy,19,10.66,Store C
2023-03-08,iPhone,11,5.74,Store B
2023-01-10,OnePlus,1,6.97,Store B
2023-02-16,iPhone,12,14.58,Store B
2023-02-22,Google Pixel,10,8.67,Store B
2023-02-06,Google Pixel,2,8.16,Store A
2023-02-26,Samsung Galaxy,7,8.56,Store A
2023-03-27,OnePlus,17,14.17,Store C
2023-01-23,iPhone,4,8.31,Store B
2023-02-20,iPhone,10,18.15,Store B
2023-01-10,Google Pixel,9,7.84,Store B
2023-03-07,Samsung Galaxy,1,10.1,Store A
2023-03-07,Samsung Galaxy,13,8.69,Store C
2023-03-19,iPhone,15,7.47,Store B
2023-01-29,Google Pixel,18,9.24,Store B
2023-02-22,Samsung Galaxy,20,16.48,Store A
2023-01-30,Samsung Galaxy,18,14.79,Store A
2023-01-23,OnePlus,6,8.37,Store C
2023-02-13,iPhone,1,12.61,Store A
2023-03-10,OnePlus,15,16.15,Store A
2023-02-01,Google Pixel,3,18.37,Store A
2023-02-05,Samsung Galaxy,6,15.38,Store A
2023-02-07,Samsung Galaxy,13,18.46,Store C
2023-02-12,Google Pixel,1,14.71,Store C
2023-03-04,Google Pixel,8,17.18,Store B
2023-01-19,Google Pixel,19,17.46,Store C
2023-03-15,Samsung Galaxy,6,16.22,Store A
2023-02-16,OnePlus,5,14.96,Store A
2023-03-29,iPhone,10,15.9,Store C
2023-01-04,Samsung Galaxy,3,11.3,Store A
2023-01-12,iPhone,2,17.12,Store C
2023-03-04,OnePlus,7,6.13,Store A
2023-02-06,OnePlus,19,8.28,Store B
2023-01-14,Samsung Galaxy,13,9.61,Store A
2023-03-01,iPhone,19,7.83,Store C
2023-02-25,Samsung Galaxy,12,15.16,Store C
2023-02-17,Samsung Galaxy,17,9.26,Store A
2023-01-01,Samsung Galaxy,20,16.07,Store B
2023-03-07,iPhone,19,12.39,Store B
2023-01-18,Google Pixel,19,7.81,Store B
2023-02-11,OnePlus,3,19.32,Store C
2023-01-30,iPhone,6,19.9,Store B
2023-01-07,Samsung Galaxy,17,9.48,Store C
2023-01-28,OnePlus,2,13.13,Store A
2023-03-18,Google Pixel,19,13.21,Store C
2023-01-11,Google Pixel,5,12.18,Store A
2023-02-16,OnePlus,2,12.3,Store B
2023-03-07,Google Pixel,16,19.51,Store A
2023-01-21,Samsung Galaxy,2,8.85,Store A
2023-02-26,OnePlus,5,12.65,Store A
2023-01-10,iPhone,20,15.79,Store B
2023-03-16,Google Pixel,8,19.63,Store B
2023-03-09,OnePlus,9,10.19,Store B
2023-01-10,Google Pixel,17,16.7,Store B
2023-02-11,OnePlus,8,12.5,Store C
2023-02-16,OnePlus,20,17.28,Store B
2023-01-23,Samsung Galaxy,2,11.9,Store A
2023-02-26,iPhone,7,10.36,Store B
2023-02-19,Google Pixel,9,8.9,Store B
2023-01-31,iPhone,4,15.13,Store A
2023-01-05,Google Pixel,2,5.35,Store B
2023-01-23,Google Pixel,15,12.37,Store B
2023-01-19,iPhone,16,11.65,Store B
2023-02-24,Google Pixel,4,7.08,Store B
2023-03-20,OnePlus,19,18.9,Store A
2023-01-06,iPhone,3,17.43,Store C
2023-02-11,OnePlus,13,7.44,Store A
2023-01-17,Samsung Galaxy,12,6.33,Store B
2023-02-18,Google Pixel,15,7.62,Store B
2023-01-04,OnePlus,2,7.29,Store C
2023-02-14,iPhone,8,5.63,Store C
2023-02-05,Samsung Galaxy,15,13.62,Store A
2023-01-18,OnePlus,11,19.39,Store C
2023-01-13,iPhone,14,12.86,Store A
2023-02-16,iPhone,13,16.1,Store B
2023-01-03,Google Pixel,5,18.86,Store C
2023-01-21,Samsung Galaxy,16,11.8,Store A
2023-03-01,iPhone,16,19.02,Store A
2023-02-26,OnePlus,13,16.57,Store B
2023-02-08,Samsung Galaxy,3,17.38,Store B
2023-02-18,Samsung Galaxy,13,10.93,Store C
2023-02-25,Samsung Galaxy,13,11.73,Store B
2023-01-27,Google Pixel,5,9.4,Store A
2023-03-28,Google Pixel,10,10.49,Store B
2023-01-01,iPhone,13,13.78,Store A
2023-03-28,Google Pixel,3,6.29,Store C
2023-01-27,Samsung Galaxy,15,8.53,Store B
2023-01-26,Samsung Galaxy,10,16.94,Store C
2023-02-23,iPhone,9,19.71,Store B
2023-03-06,OnePlus,5,11.23,Store A
2023-01-12,iPhone,19,7.35,Store A
2023-02-18,OnePlus,1,10.25,Store A
2023-02-05,Google Pixel,16,12.51,Store A
2023-01-20,iPhone,19,15.37,Store A
2023-02-18,Google Pixel,11,12.37,Store B
2023-03-24,iPhone,8,5.07,Store A
2023-02-15,Samsung Galaxy,13,14.42,Store C
2023-03-02,OnePlus,5,6.59,Store C
2023-03-11,Google Pixel,14,8.13,Store B
2023-02-28,Google Pixel,18,16.32,Store C
2023-02-17,iPhone,7,10.16,Store B
2023-01-26,Samsung Galaxy,10,8.74,Store B
2023-02-23,OnePlus,16,18.18,Store B
2023-02-14,Google Pixel,10,9.47,Store B
2023-03-24,Samsung Galaxy,4,19.92,Store C
2023-02-18,Samsung Galaxy,12,19.73,Store C
2023-03-14,OnePlus,15,10.85,Store B
2023-02-08,OnePlus,12,7.02,Store B
2023-03-22,iPhone,10,9.34,Store A
2023-01-25,Samsung Galaxy,1,15.51,Store C
2023-01-15,Samsung Galaxy,1,11.8,Store B
2023-01-26,iPhone,16,16.96,Store C
2023-03-13,iPhone,16,13.55,Store A
2023-01-25,iPhone,2,6.32,Store A
2023-02-12,Google Pixel,3,16.05,Store B
2023-02-07,Samsung Galaxy,19,7.33,Store B
2023-02-23,Google Pixel,19,10.95,Store B
2023-01-01,OnePlus,17,5.07,Store A
2023-02-11,Google Pixel,1,5.27,Store C
2023-01-30,OnePlus,15,17.59,Store C
2023-03-12,Samsung Galaxy,10,19.77,Store C
2023-03-09,Google Pixel,11,6.1,Store C
2023-02-13,Google Pixel,3,10.83,Store A
2023-03-29,Samsung Galaxy,16,13.79,Store B
2023-02-05,iPhone,7,15.83,Store B
2023-01-01,OnePlus,6,12.62,Store B
2023-01-19,OnePlus,18,5.45,Store C
2023-03-17,OnePlus,7,6.65,Store A
2023-01-30,OnePlus,8,17.28,Store B
2023-01-18,Google Pixel,3,15.57,Store A
2023-01-01,iPhone,11,19.03,Store B
2023-03-22,Google Pixel,8,11.56,Store B
2023-02-20,Google Pixel,6,7.9,Store C
2023-03-14,Google Pixel,17,7.07,Store C
2023-02-11,OnePlus,12,16.99,Store A
2023-01-04,Samsung Galaxy,17,7.42,Store C
2023-03-06,iPhone,1,18.87,Store C
2023-02-02,iPhone,17,13.3,Store B
2023-02-10,Google Pixel,11,9.23,Store C
2023-03-10,iPhone,5,11.51,Store B
2023-01-26,Samsung Galaxy,15,19.49,Store A
2023-02-17,Samsung Galaxy,16,8.75,Store B
2023-03-26,OnePlus,12,19.55,Store C
2023-02-19,Google Pixel,5,16.41,Store C
2023-01-26,Google Pixel,10,9.17,Store B
2023-01-30,Google Pixel,4,7.21,Store C
2023-01-07,OnePlus,18,18.41,Store C
2023-01-07,OnePlus,7,12.5,Store A
2023-01-07,OnePlus,1,12.79,Store C
2023-02-06,Google Pixel,15,12.44,Store A
2023-03-04,Google Pixel,5,14.59,Store B
2023-01-25,OnePlus,3,7.24,Store A
2023-01-31,Samsung Galaxy,16,6.16,Store C
2023-03-21,Google Pixel,15,13.53,Store C
2023-02-09,Google Pixel,6,8.96,Store A
2023-01-17,Google Pixel,9,12.4,Store A
2023-03-01,Google Pixel,3,6.03,Store B
2023-02-16,iPhone,7,16.24,Store B
2023-03-02,iPhone,8,14.55,Store B
2023-02-26,Samsung Galaxy,3,11.3,Store A
2023-02-08,OnePlus,18,5.98,Store A
2023-02-28,Samsung Galaxy,11,7.38,Store A
2023-01-22,Samsung Galaxy,4,9.85,Store B
2023-01-19,iPhone,20,14.57,Store B
2023-02-16,iPhone,10,14.53,Store A
2023-03-07,Samsung Galaxy,20,12.24,Store A
2023-01-20,Google Pixel,15,14.47,Store B
2023-01-22,Samsung Galaxy,16,18.66,Store B
2023-03-10,Samsung Galaxy,6,8.85,Store A
2023-01-03,Samsung Galaxy,1,11.99,Store B
2023-01-28,Samsung Galaxy,10,15.76,Store A
2023-02-01,Google Pixel,17,9.26,Store C
2023-03-11,iPhone,8,16.81,Store B
2023-02-26,iPhone,10,11.12,Store A
2023-03-24,OnePlus,18,12.34,Store C
2023-01-16,Samsung Galaxy,2,10.82,Store C
2023-02-28,iPhone,8,12.15,Store A
2023-01-06,OnePlus,1,16.66,Store A
2023-01-08,Google Pixel,10,15.85,Store C
2023-01-23,Samsung Galaxy,2,16.05,Store B
2023-03-18,Google Pixel,12,18.26,Store B
2023-03-11,OnePlus,7,12.56,Store B
2023-01-29,Samsung Galaxy,5,6.78,Store C
2023-03-06,Samsung Galaxy,9,11.13,Store B
2023-03-21,Samsung Galaxy,9,12.24,Store C
2023-03-08,Samsung Galaxy,19,14.12,Store A
2023-02-07,iPhone,14,17.24,Store A
2023-02-28,Google Pixel,2,14.04,Store B
2023-01-03,iPhone,17,15.5,Store C
2023-03-20,OnePlus,1,10.54,Store C
2023-01-21,Google Pixel,11,15.45,Store A
2023-01-21,iPhone,9,16.83,Store A
2023-03-12,Samsung Galaxy,8,18.99,Store C
2023-03-19,Samsung Galaxy,10,7.37,Store C
2023-02-24,Samsung Galaxy,11,18.39,Store C
2023-01-04,iPhone,11,8.21,Store A
2023-03-19,Google Pixel,10,18.98,Store C
2023-01-06,OnePlus,19,17.1,Store C
2023-02-03,OnePlus,2,5.82,Store C
2023-02-06,Google Pixel,17,19.92,Store C
2023-02-20,OnePlus,11,19.2,Store C
2023-01-15,Samsung Galaxy,15,10.63,Store C
2023-01-04,OnePlus,1,16.5,Store C
2023-03-07,Samsung Galaxy,3,19.8,Store B
2023-01-15,iPhone,15,10.36,Store C
2023-03-17,Google Pixel,11,11.16,Store A
2023-03-31,Google Pixel,6,10.16,Store B
2023-02-05,Google Pixel,3,12.59,Store A
2023-01-31,Samsung Galaxy,19,13.06,Store B
2023-01-22,OnePlus,20,12.73,Store A
2023-03-17,Google Pixel,15,15.95,Store B
2023-03-30,Google Pixel,1,13.74,Store A
2023-02-01,iPhone,8,18.24,Store C
2023-03-09,OnePlus,12,6.99,Store C
2023-02-16,iPhone,20,6.41,Store B
2023-01-15,iPhone,16,6.82,Store A
2023-02-11,Samsung Galaxy,15,17.96,Store C
2023-01-16,iPhone,2,8.32,Store C
2023-01-15,Google Pixel,6,11.42,Store B
2023-01-06,Samsung Galaxy,19,13.41,Store B
2023-03-02,Samsung Galaxy,8,18.44,Store A
2023-03-03,iPhone,17,11.99,Store B
2023-03-10,OnePlus,7,12.98,Store B
2023-03-05,Google Pixel,14,13.86,Store A
2023-01-20,Samsung Galaxy,11,5.67,Store B
2023-02-06,Google Pixel,9,10.21,Store B
2023-01-05,iPhone,8,6.45,Store C
2023-03-24,Google Pixel,3,15.61,Store A
2023-01-20,iPhone,12,18.49,Store B
2023-01-29,Samsung Galaxy,12,12.99,Store C
2023-01-12,Samsung Galaxy,9,8.29,Store A
2023-01-15,Samsung Galaxy,20,12.38,Store C
2023-02-08,OnePlus,1,9.2,Store B
2023-01-14,iPhone,13,17.67,Store A
2023-02-20,Samsung Galaxy,15,10.85,Store A
2023-02-21,Google Pixel,2,19.67,Store A
2023-01-15,Samsung Galaxy,15,15.02,Store C
2023-01-06,Samsung Galaxy,4,6.18,Store B
2023-02-02,Google Pixel,12,10.79,Store A
2023-01-24,Samsung Galaxy,12,11.05,Store A
2023-03-22,Samsung Galaxy,7,19.22,Store B
2023-02-26,iPhone,5,9.1,Store A
2023-02-04,Samsung Galaxy,4,13.67,Store B
2023-03-12,iPhone,6,15.29,Store B
2023-03-09,OnePlus,7,5.47,Store A
2023-02-08,OnePlus,19,5.22,Store B
2023-01-14,Samsung Galaxy,10,16.87,Store A
2023-02-06,iPhone,6,11.08,Store B
2023-03-29,OnePlus,13,13.08,Store C
2023-03-29,iPhone,5,18.96,Store A
2023-01-04,Google Pixel,15,12.13,Store C
2023-02-02,Samsung Galaxy,19,17.31,Store A
2023-03-03,iPhone,11,13.12,Store B
2023-02-22,Google Pixel,3,19.64,Store C
2023-02-04,iPhone,17,14.53,Store B
2023-03-04,iPhone,20,17.08,Store B
2023-01-25,Samsung Galaxy,18,8.93,Store B
2023-02-23,Samsung Galaxy,1,10.91,Store C
2023-01-10,Google Pixel,11,15.5,Store C
2023-03-23,OnePlus,6,16.01,Store C
2023-01-25,Google Pixel,20,13.97,Store B
2023-01-27,iPhone,17,15.24,Store A
2023-01-21,OnePlus,20,12.03,Store B
2023-03-15,iPhone,13,10.7,Store C
2023-02-02,OnePlus,2,15.0,Store B
2023-01-29,iPhone,19,12.73,Store C
2023-03-31,iPhone,10,11.1,Store B
2023-01-06,iPhone,14,11.21,Store A
2023-01-05,Google Pixel,8,19.34,Store A
2023-01-13,OnePlus,6,8.38,Store C
2023-02-27,iPhone,19,5.09,Store C
2023-02-07,Google Pixel,11,8.36,Store C
2023-03-31,iPhone,13,11.7,Store A
2023-02-27,Google Pixel,11,14.69,Store C
2023-03-22,OnePlus,13,9.02,Store A
2023-03-28,OnePlus,20,13.9,Store C
2023-02-01,OnePlus,4,12.05,Store C
2023-03-09,OnePlus,18,12.77,Store A
2023-01-03,iPhone,11,15.09,Store C
2023-02-18,iPhone,15,9.16,Store C
2023-03-30,OnePlus,8,15.97,Store B
2023-01-31,Samsung Galaxy,10,14.8,Store A
2023-01-20,OnePlus,3,18.03,Store B
2023-03-04,OnePlus,9,14.99,Store A
2023-03-28,OnePlus,15,11.47,Store C
2023-03-28,Samsung Galaxy,8,15.19,Store B
2023-03-04,OnePlus,9,6.43,Store B
2023-03-23,iPhone,5,13.96,Store A
2023-01-01,Google Pixel,15,14.61,Store A
2023-03-12,Google Pixel,14,13.38,Store B
2023-03-12,Samsung Galaxy,20,16.68,Store B
2023-02-01,OnePlus,16,18.66,Store B
2023-03-22,Google Pixel,18,17.33,Store B
2023-03-30,OnePlus,7,16.28,Store B
2023-02-22,Google Pixel,12,8.89,Store A
2023-01-30,Samsung Galaxy,10,14.89,Store B
2023-01-28,Samsung Galaxy,16,5.45,Store B
2023-03-20,Samsung Galaxy,1,13.33,Store A
2023-03-13,Google Pixel,12,17.01,Store C
2023-03-07,Samsung Galaxy,17,15.59,Store A
2023-01-17,iPhone,19,7.23,Store C
2023-01-13,Samsung Galaxy,8,5.12,Store B
2023-01-18,iPhone,16,15.18,Store A
2023-01-31,Google Pixel,13,6.91,Store B
2023-01-27,Samsung Galaxy,7,6.11,Store C
2023-03-25,iPhone,16,17.09,Store C
2023-03-31,iPhone,15,13.69,Store C
2023-01-06,OnePlus,13,8.45,Store B
2023-02-10,Google Pixel,16,10.85,Store B
2023-03-25,Google Pixel,15,13.79,Store C
2023-01-01,Google Pixel,15,16.07,Store A
2023-01-20,Google Pixel,2,19.7,Store C
2023-01-28,Google Pixel,16,10.25,Store C
2023-03-26,Samsung Galaxy,20,14.08,Store A
2023-01-20,Google Pixel,13,18.27,Store A
2023-01-18,Samsung Galaxy,16,13.42,Store B
2023-01-24,Samsung Galaxy,7,6.69,Store C
2023-02-20,Google Pixel,5,8.46,Store B
2023-03-16,Samsung Galaxy,1,7.67,Store B
2023-01-31,OnePlus,13,10.05,Store A
2023-02-02,Google Pixel,11,11.12,Store C
2023-03-12,OnePlus,11,18.82,Store B
2023-02-25,Samsung Galaxy,1,19.69,Store C
2023-03-13,iPhone,15,6.56,Store B
2023-01-14,iPhone,17,6.03,Store A
2023-02-09,OnePlus,14,9.85,Store B
2023-03-31,OnePlus,6,16.04,Store A
2023-02-04,Google Pixel,5,16.57,Store A
2023-03-26,Samsung Galaxy,12,6.29,Store C
2023-01-17,Google Pixel,3,15.11,Store B
2023-02-01,OnePlus,18,11.67,Store B
2023-02-01,OnePlus,7,12.24,Store C
2023-03-21,OnePlus,1,11.11,Store B
2023-01-26,iPhone,7,11.05,Store B
2023-02-06,Samsung Galaxy,12,12.73,Store C
2023-02-26,iPhone,15,13.01,Store B
2023-03-13,Google Pixel,2,16.56,Store B
2023-01-17,OnePlus,15,7.52,Store B
2023-01-05,iPhone,13,11.38,Store A
2023-01-16,Samsung Galaxy,19,13.73,Store B
2023-03-31,OnePlus,14,9.47,Store B
2023-01-08,Samsung Galaxy,20,13.97,Store C
2023-03-19,iPhone,15,13.73,Store A
2023-02-28,Samsung Galaxy,15,9.88,Store A
2023-03-04,OnePlus,16,6.78,Store C
2023-02-05,Google Pixel,15,17.89,Store B
2023-03-24,iPhone,8,8.19,Store B
2023-03-18,Samsung Galaxy,1,8.21,Store B
2023-03-01,Google Pixel,16,15.82,Store B
2023-01-09,iPhone,16,11.85,Store A
2023-02-06,OnePlus,20,19.66,Store A
2023-01-21,Samsung Galaxy,1,9.89,Store C
2023-01-15,Samsung Galaxy,15,10.8,Store A
2023-01-03,iPhone,10,13.26,Store B
2023-02-26,iPhone,13,14.63,Store A
2023-03-13,Google Pixel,8,19.08,Store A
2023-02-13,Google Pixel,9,14.72,Store C
2023-03-21,Samsung Galaxy,2,16.98,Store B
2023-01-29,OnePlus,16,9.76,Store C
2023-01-13,iPhone,3,5.79,Store B
2023-03-22,Google Pixel,14,19.61,Store C
2023-03-04,Google Pixel,7,8.96,Store C
2023-01-26,iPhone,3,6.65,Store B
2023-01-21,Samsung Galaxy,6,8.27,Store B
2023-01-06,Samsung Galaxy,8,9.51,Store A
2023-02-10,Google Pixel,8,9.11,Store A
2023-01-21,Google Pixel,5,15.45,Store A
2023-01-23,Samsung Galaxy,1,13.24,Store C
2023-03-27,iPhone,1,11.46,Store C
2023-02-11,Samsung Galaxy,13,15.34,Store B
2023-03-28,OnePlus,9,19.82,Store C
2023-02-26,OnePlus,4,9.04,Store A
2023-01-17,Google Pixel,1,9.09,Store B
2023-01-26,OnePlus,11,15.94,Store A
2023-03-11,OnePlus,19,9.01,Store A
2023-03-17,Google Pixel,9,11.59,Store A
2023-01-28,OnePlus,12,15.5,Store C
2023-01-20,Samsung Galaxy,5,12.82,Store B
2023-01-29,OnePlus,16,9.39,Store B
2023-02-22,Google Pixel,20,14.25,Store B
2023-01-18,iPhone,15,17.97,Store A
2023-01-22,Google Pixel,16,13.99,Store B
2023-01-22,Samsung Galaxy,1,12.85,Store B
2023-03-18,OnePlus,20,8.31,Store C
2023-03-07,Samsung Galaxy,16,11.68,Store B
2023-02-13,Google Pixel,15,13.72,Store B
2023-02-06,Samsung Galaxy,20,15.99,Store C
2023-02-21,OnePlus,16,9.15,Store B
2023-03-13,iPhone,4,12.56,Store B
2023-02-11,OnePlus,6,9.52,Store A
2023-01-27,OnePlus,20,15.36,Store A
2023-02-11,Samsung Galaxy,15,12.5,Store C
2023-01-19,OnePlus,6,7.13,Store C
2023-02-06,iPhone,17,6.54,Store B
2023-03-30,iPhone,14,19.48,Store A
2023-01-07,Samsung Galaxy,4,17.05,Store B
2023-01-06,OnePlus,10,6.63,Store A
2023-03-12,Samsung Galaxy,7,11.1,Store A
2023-03-13,Google Pixel,11,10.89,Store A
2023-02-01,iPhone,6,16.28,Store A
2023-01-05,OnePlus,8,10.55,Store A
2023-03-06,iPhone,11,18.38,Store C
2023-02-13,OnePlus,11,6.37,Store B
2023-01-02,iPhone,7,14.65,Store B
2023-02-02,Samsung Galaxy,5,10.6,Store C
2023-03-18,Samsung Galaxy,16,12.06,Store B
2023-02-02,Google Pixel,13,17.07,Store B
2023-01-30,Samsung Galaxy,1,5.96,Store C
2023-03-02,OnePlus,13,9.89,Store C
2023-03-05,OnePlus,5,18.33,Store C
2023-01-05,Google Pixel,2,8.89,Store A
2023-03-15,Google Pixel,19,8.94,Store A
2023-01-02,OnePlus,13,10.07,Store B
2023-03-20,Samsung Galaxy,2,11.34,Store C
2023-02-01,iPhone,6,15.84,Store B
2023-01-30,Samsung Galaxy,7,17.0,Store A
2023-03-27,OnePlus,9,6.74,Store A
2023-01-04,Google Pixel,19,17.25,Store C
2023-02-26,iPhone,16,17.08,Store A
2023-02-10,iPhone,16,9.11,Store B
2023-03-23,Google Pixel,11,13.44,Store C
2023-01-08,Google Pixel,7,17.29,Store A
2023-01-02,OnePlus,13,12.36,Store B
2023-03-09,OnePlus,2,19.3,Store C
2023-03-11,Samsung Galaxy,15,14.49,Store B
2023-03-02,OnePlus,4,8.02,Store A
2023-03-30,OnePlus,8,18.89,Store B
2023-01-17,Samsung Galaxy,14,5.1,Store A
2023-02-17,OnePlus,10,19.67,Store B
2023-02-08,Google Pixel,5,10.08,Store A
2023-02-05,Samsung Galaxy,20,13.57,Store B
2023-03-23,OnePlus,14,14.35,Store B
2023-01-30,Google Pixel,3,11.78,Store B
2023-01-27,OnePlus,7,8.49,Store A
2023-01-19,OnePlus,6,17.95,Store C
2023-01-29,OnePlus,10,5.17,Store B
2023-01-31,iPhone,19,7.82,Store C
2023-01-10,Google Pixel,18,7.67,Store B
2023-02-03,Google Pixel,20,16.09,Store B
2023-01-31,Samsung Galaxy,14,15.18,Store A
2023-03-24,Samsung Galaxy,20,14.47,Store B
2023-01-02,iPhone,4,12.68,Store C
2023-03-10,iPhone,11,14.83,Store C
2023-02-16,Samsung Galaxy,16,14.27,Store A
2023-03-06,iPhone,3,7.35,Store C
2023-03-21,OnePlus,17,6.17,Store C
2023-02-22,Google Pixel,18,7.77,Store C
2023-03-13,Google Pixel,20,5.24,Store B
2023-03-25,iPhone,17,7.46,Store B
2023-03-01,iPhone,5,8.78,Store A
2023-01-07,iPhone,18,19.99,Store C
2023-02-26,Google Pixel,15,15.78,Store A
2023-01-17,iPhone,10,5.94,Store B
2023-03-27,OnePlus,18,19.09,Store B
2023-02-26,Google Pixel,3,13.23,Store A
2023-03-25,iPhone,9,6.77,Store B
2023-01-01,iPhone,13,17.07,Store C
2023-01-04,iPhone,14,12.45,Store C
2023-01-29,Google Pixel,10,7.27,Store B
2023-03-30,Google Pixel,5,9.22,Store C
2023-01-22,Google Pixel,16,11.2,Store A
2023-01-17,Google Pixel,17,9.44,Store C
2023-02-03,OnePlus,12,6.97,Store C
2023-03-14,OnePlus,6,18.39,Store B
2023-03-10,iPhone,2,10.58,Store B
2023-02-18,OnePlus,15,18.74,Store C
2023-03-20,iPhone,6,16.65,Store A
2023-01-28,Samsung Galaxy,19,15.89,Store A
2023-03-06,Google Pixel,12,5.55,Store A
2023-01-03,OnePlus,14,10.99,Store C
2023-02-26,OnePlus,6,9.9,Store A
2023-03-30,iPhone,5,6.78,Store A
2023-02-23,Samsung Galaxy,16,9.87,Store C
2023-01-21,iPhone,15,18.3,Store C
2023-03-10,Google Pixel,18,8.81,Store B
2023-02-28,Google Pixel,1,7.51,Store A
2023-03-24,OnePlus,8,14.86,Store A
2023-02-10,Google Pixel,1,14.47,Store A
2023-03-04,OnePlus,9,7.12,Store C
2023-03-30,Samsung Galaxy,6,10.63,Store A
2023-01-17,Samsung Galaxy,15,12.45,Store C
2023-02-15,iPhone,10,7.71,Store B
2023-02-24,iPhone,3,15.22,Store A
2023-02-28,iPhone,19,7.58,Store B
2023-03-23,Samsung Galaxy,15,13.17,Store B
2023-03-27,Google Pixel,8,12.35,Store A
2023-01-01,Samsung Galaxy,19,6.09,Store C
2023-01-17,Samsung Galaxy,12,18.97,Store B
2023-01-30,iPhone,1,6.16,Store A
2023-02-06,Google Pixel,2,12.47,Store C
2023-03-28,iPhone,19,19.74,Store C
2023-01-06,iPhone,15,16.81,Store C
2023-01-02,Google Pixel,5,13.83,Store B
2023-01-06,iPhone,12,18.14,Store B
2023-01-12,iPhone,10,17.65,Store C
2023-02-19,OnePlus,5,17.95,Store A
2023-02-09,Samsung Galaxy,7,9.72,Store A
2023-03-11,Samsung Galaxy,19,19.7,Store A
2023-01-25,Google Pixel,8,16.33,Store C
2023-01-15,OnePlus,13,10.67,Store B
2023-01-18,OnePlus,14,14.43,Store C
2023-02-07,iPhone,2,14.17,Store A
2023-02-04,Samsung Galaxy,11,11.71,Store B
2023-01-06,iPhone,19,16.82,Store C
2023-01-31,OnePlus,19,16.98,Store A
2023-02-27,OnePlus,1,14.06,Store C
2023-02-14,Google Pixel,20,7.12,Store A
2023-02-02,Google Pixel,4,10.92,Store B
2023-03-08,Google Pixel,20,9.04,Store A
2023-01-26,iPhone,17,9.92,Store B
2023-02-25,iPhone,9,15.0,Store B
2023-01-17,OnePlus,10,10.64,Store A
2023-02-25,Google Pixel,19,18.41,Store A
2023-03-06,Google Pixel,13,5.04,Store B
2023-02-21,iPhone,14,15.39,Store B
2023-02-08,Samsung Galaxy,7,9.31,Store A
2023-03-04,OnePlus,8,19.06,Store A
2023-03-16,iPhone,10,13.46,Store C
2023-01-17,OnePlus,13,13.8,Store B
2023-01-08,Samsung Galaxy,19,6.29,Store A
2023-02-17,Samsung Galaxy,18,13.45,Store B
2023-02-06,Google Pixel,11,13.03,Store C
2023-03-03,Google Pixel,5,6.62,Store B
2023-01-06,Google Pixel,13,11.24,Store A
2023-02-12,OnePlus,13,6.94,Store A
2023-02-15,iPhone,1,19.07,Store C
2023-02-02,Samsung Galaxy,9,15.76,Store B
2023-02-12,iPhone,11,15.9,Store C
2023-03-14,Google Pixel,16,5.33,Store B
2023-03-24,OnePlus,15,13.5,Store A
2023-03-11,Google Pixel,19,8.5,Store C
2023-01-29,iPhone,10,15.39,Store C
2023-03-27,OnePlus,11,11.18,Store B
2023-01-30,iPhone,17,14.24,Store C
2023-03-19,Google Pixel,17,7.67,Store C
2023-01-09,Google Pixel,12,16.58,Store B
2023-03-23,Samsung Galaxy,3,16.47,Store B
2023-03-29,OnePlus,20,18.06,Store C
2023-01-26,OnePlus,6,16.06,Store B
2023-02-26,Google Pixel,3,10.92,Store A
2023-03-12,iPhone,4,18.46,Store B
2023-03-05,OnePlus,18,9.11,Store C
2023-02-01,Samsung Galaxy,3,11.61,Store A
2023-03-28,Google Pixel,7,6.92,Store B
2023-03-10,Google Pixel,17,14.82,Store A
2023-02-23,Google Pixel,18,14.68,Store C
2023-02-07,iPhone,17,12.39,Store C
2023-01-12,OnePlus,10,18.75,Store A
2023-02-28,iPhone,6,6.76,Store A
2023-01-16,OnePlus,20,18.05,Store A
2023-03-05,Samsung Galaxy,7,6.01,Store A
2023-03-27,OnePlus,18,16.71,Store C
2023-02-10,Google Pixel,9,6.44,Store A
2023-02-02,OnePlus,8,14.29,Store A
2023-03-11,OnePlus,2,19.18,Store A
2023-02-01,OnePlus,14,17.52,Store A
2023-02-23,Google Pixel,17,16.75,Store C
2023-03-03,Google Pixel,8,15.75,Store B
2023-02-02,Google Pixel,20,7.59,Store C
2023-03-18,Samsung Galaxy,14,12.8,Store A
2023-02-17,Samsung Galaxy,5,5.68,Store B
2023-03-12,Samsung Galaxy,8,6.35,Store B
2023-01-05,OnePlus,8,16.77,Store B
2023-02-12,Google Pixel,17,5.77,Store A
2023-02-18,Samsung Galaxy,5,14.56,Store C
2023-02-17,OnePlus,4,10.44,Store C
2023-02-16,Samsung Galaxy,1,9.65,Store A
2023-02-24,OnePlus,16,12.49,Store A
2023-02-01,OnePlus,18,12.14,Store A
2023-01-09,Google Pixel,1,11.13,Store B
2023-01-13,Samsung Galaxy,3,6.12,Store A
2023-03-30,Google Pixel,20,15.93,Store B
2023-02-28,Samsung Galaxy,1,10.77,Store C
2023-03-05,iPhone,7,5.89,Store B
2023-03-09,Samsung Galaxy,6,7.88,Store A
2023-02-19,Google Pixel,1,13.85,Store C
